trade_id,price,side,pos_side,type,qty,pnl,fee_paid,long_pos_size,long_pos_price,shrt_pos_size,shrt_pos_price,liq_diff,equity,pnl_plus_fees_cumsum,loss_cumsum,profit_cumsum,fee_paid_cumsum,actual_balance,apparent_balance,liq_price,timestamp,progress,drawdown,gain,n_days,average_daily_gain,hours_since_long_pos_change,hours_since_shrt_pos_change,hours_since_pos_change_max
3207417,3.5101,buy,shrt,close,9.5,0.04509679687500401,-0.006002271000000001,22.7,3.6171832599118945,-54.5,3.5148470312500004,0.580952366837651,87.0963097714,39.26520656827497,0.0,53.247246796875096,-13.982040228599999,89.26520656827498,29.725313787235567,6.159163064153587,1615476541493.0,0.39954967748686404,0.024902281193860412,1.741926195428,10.082906296296295,1.0565858476454328,0.23302138888888888,0.0,0.23302138888888888
3207423,3.5101,buy,shrt,close,9.6,0.045571500000004046,-0.0060654528,22.7,3.6171832599118945,-44.9,3.5148470312500004,0.7547473117246687,87.0892843186,39.304712615474976,0.0,53.2928182968751,-13.988105681399999,89.30471261547498,29.73846930095317,7.299575517508936,1615476542714.0,0.3995504249101223,0.025438586551822566,1.7417856863719998,10.08292042824074,1.0565773131745757,0.23336055555555554,0.0,0.23336055555555554
3207430,3.5096,buy,shrt,close,9.6,0.050371500000005655,-0.0060645887999999995,22.7,3.6171832599118945,-35.3,3.5148470312500004,1.0799474333976167,87.0933597298,39.34901952667498,0.0,53.3431897968751,-13.994170270199998,89.349019526675,29.753223502382774,10.141570878112452,1615476543084.0,0.3995512969039237,0.025899331520485527,1.741867194596,10.082924710648149,1.0565821920470113,0.23346333333333333,0.0,0.23346333333333333
3207434,3.5091,buy,shrt,close,9.6,0.05517150000000299,-0.0060637248,22.7,3.6171832599118945,-25.7,3.5148470312500004,1.890159839872457,87.09263600499999,39.39812730187498,0.0,53.3983612968751,-14.000233994999999,89.398127301875,29.769576391524375,29.66801483254314,1615476543084.0,0.39955179518609596,0.02647171336899995,1.7418527200999998,10.082924710648149,1.056581321270314,0.23346333333333333,0.0,0.23346333333333333
3207438,3.5086,buy,shrt,close,9.6,0.05997150000000459,-0.006062860799999999,22.7,3.6171832599118945,-16.1,3.5148470312500004,7.4560395703414954,87.08711314419999,39.45203594107498,0.0,53.458332796875105,-14.006296855799999,89.452035941075,29.787527968377976,0.0,1615476543084.0,0.39955229346826815,0.027155829507853092,1.7417422628839998,10.082924710648149,1.0565746760180659,0.23346333333333333,0.0,0.23346333333333333
3207443,3.5081,buy,shrt,close,9.6,0.06477150000000194,-0.0060619968,22.7,3.6171832599118945,-6.5,3.5148470312500004,1.0,87.0767911474,39.51074544427498,0.0,53.523104296875104,-14.012358852599998,89.510745444275,29.807078232943578,0.0,1615476543084.0,0.3995529163209834,0.027951814310140384,1.741535822948,10.082924710648149,1.0565622553005523,0.23346333333333333,0.0,0.23346333333333333
3207447,3.5076,buy,shrt,close,6.5,0.047105703125002396,-0.004103892,22.7,3.6171832599118945,-0.0,,1.0,87.0639372554,39.55374725539998,0.0,53.57021000000011,-14.016462744599998,89.55374725540001,29.821397836048206,0.0,1615476543084.0,0.39955341460315563,0.028597489138312303,1.741278745108,10.082924710648149,1.0565467860357207,0.23346333333333333,0.0,0.23346333333333333
3207498,3.5068,sel,shrt,entry,-9.6,0.0,-0.006059750400000001,22.7,3.6171832599118945,-9.6,3.5068,1.0,87.04460750500002,39.547687504999985,0.0,53.57021000000011,-14.022522494999999,89.54768750500001,29.819379939165007,0.0,1615476544024.0,0.39955976770085133,0.028756290271700232,1.7408921501000003,10.082935590277778,1.056523456718523,0.23372444444444446,0.0002611111111111111,0.23372444444444446
3207554,3.5021,buy,shrt,close,9.6,0.04512000000000142,-0.0060516288,22.7,3.6171832599118945,-0.0,,1.0,86.9720958762,39.58675587619999,0.0,53.615330000000114,-14.028574123799999,89.58675587620002,29.832389706774606,0.0,1615476546131.0,0.39956674365126227,0.03006320560242494,1.7394419175240001,10.082959976851852,1.0564359949895976,0.2343097222222222,0.0,0.2343097222222222
3207569,3.5087,sel,shrt,entry,-9.6,0.0,-0.006063033600000001,22.7,3.6171832599118945,-9.6,3.5087,1.0,87.11943284260002,39.58069284259999,0.0,53.615330000000114,-14.034637157399999,89.58069284260002,29.830370716585808,0.0,1615476546894.0,0.3995686122094081,0.02825156133014308,1.7423886568520004,10.08296880787037,1.0566133040703556,0.23452166666666666,0.00021194444444444445,0.23452166666666666
