+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                                long                                                                                                |
+--------------+---------------------------+---------------+------------------+-----------------+-------------------+------------------------------+-----------------+---------+---------------------+
| symbol       | adg_weighted_per_exposure | hrs_stuck_max | pa_distance_mean | pa_distance_std | loss_profit_ratio | eqbal_ratio_mean_of_10_worst | eqbal_ratio_std | n_days  | score               |
| WOOUSDT      | 0.001726                  | 53.32         | 0.01107          | 0.01046         | 0.1221            | 0.9038                       | 0.005789        | 389.85  | -42518.001726184724 |
| GRTUSDT      | 0.001718                  | 80.53         | 0.01361          | 0.01578         | 0.1267            | 0.8009                       | 0.007741        | 864.71  | -42518.001718071595 |
| JASMYUSDT    | 0.001688                  | 60.38         | 0.01406          | 0.01718         | 0.09441           | 0.8891                       | 0.01299         | 377.85  | -42518.00168799874  |
| DENTUSDT     | 0.001677                  | 33.73         | 0.01213          | 0.01838         | 0.1142            | 0.768                        | 0.01128         | 769.83  | -42518.001677218286 |
| IOSTUSDT     | 0.001608                  | 46.73         | 0.01836          | 0.01857         | 0.06373           | 0.8056                       | 0.01187         | 1166.66 | -42518.001607721075 |
| API3USDT     | 0.00159                   | 81.98         | 0.01198          | 0.0112          | 0.1086            | 0.8937                       | 0.005843        | 434.85  | -42518.00158962213  |
| ATOMUSDT     | 0.001576                  | 52.25         | 0.01166          | 0.0186          | 0.1003            | 0.7062                       | 0.01072         | 1180.49 | -42518.001576197974 |
| HOTUSDT      | 0.001557                  | 66.75         | 0.01271          | 0.01952         | 0.1353            | 0.7629                       | 0.01225         | 763.71  | -42518.00155717897  |
| ANTUSDT      | 0.001554                  | 39.82         | 0.01464          | 0.01496         | 0.08224           | 0.9046                       | 0.007795        | 491.83  | -42518.00155376531  |
| CELRUSDT     | 0.001554                  | 65.2          | 0.01696          | 0.01767         | 0.1053            | 0.8285                       | 0.01055         | 764.71  | -42518.00155372257  |
| CHZUSDT      | 0.001531                  | 32.25         | 0.01222          | 0.01767         | 0.1273            | 0.7762                       | 0.01134         | 831.71  | -42518.0015312148   |
| ATAUSDT      | 0.00153                   | 45.33         | 0.0175           | 0.01902         | 0.05245           | 0.8271                       | 0.01424         | 609.85  | -42518.00153014109  |
| DGBUSDT      | 0.001505                  | 47.68         | 0.01443          | 0.01873         | 0.0882            | 0.781                        | 0.01278         | 741.85  | -42518.00150494919  |
| ARPAUSDT     | 0.001503                  | 23.88         | 0.008263         | 0.01057         | 0.1449            | 0.8643                       | 0.006686        | 560.85  | -42518.001503063104 |
| PEOPLEUSDT   | 0.001452                  | 47.57         | 0.01031          | 0.01115         | 0.1274            | 0.8845                       | 0.006263        | 494.83  | -42518.001452332406 |
| ENSUSDT      | 0.001434                  | 47.73         | 0.009734         | 0.01139         | 0.1297            | 0.8798                       | 0.007384        | 518.85  | -42518.00143397828  |
| MTLUSDT      | 0.001423                  | 26.4          | 0.01689          | 0.01754         | 0.08067           | 0.8002                       | 0.009209        | 762.71  | -42518.001422983754 |
| FTMUSDT      | 0.001385                  | 66.87         | 0.01317          | 0.01954         | 0.09218           | 0.7573                       | 0.01201         | 950.71  | -42518.00138503045  |
| GMTUSDT      | 0.001345                  | 21.12         | 0.01224          | 0.01171         | 0.1464            | 0.8465                       | 0.007794        | 413.83  | -42518.001344732984 |
| ICXUSDT      | 0.001322                  | 32.65         | 0.0127           | 0.01541         | 0.06683           | 0.7839                       | 0.01176         | 959.71  | -42518.00132236499  |
| COMPUSDT     | 0.001321                  | 68.53         | 0.01614          | 0.01874         | 0.08169           | 0.7602                       | 0.01111         | 1036.62 | -42518.00132068529  |
| OCEANUSDT    | 0.001306                  | 30.47         | 0.01478          | 0.01342         | 0.1427            | 0.8287                       | 0.006794        | 910.71  | -42518.00130598259  |
| EOSUSDT      | 0.00129                   | 60.45         | 0.01495          | 0.01758         | 0.02914           | 0.8655                       | 0.01219         | 1210.66 | -42518.00128979806  |
| TOMOUSDT     | 0.001281                  | 35.72         | 0.01633          | 0.01491         | 0.133             | 0.8733                       | 0.00594         | 932.71  | -42518.00128130606  |
| CHRUSDT      | 0.001277                  | 68.0          | 0.01366          | 0.01628         | 0.0362            | 0.8257                       | 0.01047         | 781.71  | -42518.00127714577  |
| SANDUSDT     | 0.001276                  | 70.22         | 0.01746          | 0.01998         | 0.07271           | 0.7946                       | 0.01334         | 827.71  | -42518.00127615298  |
| ANKRUSDT     | 0.001266                  | 86.32         | 0.0135           | 0.01876         | 0.06898           | 0.8092                       | 0.01169         | 826.71  | -42518.00126605174  |
| NEARUSDT     | 0.001256                  | 78.62         | 0.01218          | 0.01524         | 0.1094            | 0.8343                       | 0.009758        | 929.66  | -42518.00125556666  |
| LPTUSDT      | 0.001255                  | 66.85         | 0.01732          | 0.01922         | 0.03924           | 0.8104                       | 0.01314         | 537.85  | -42518.001254757124 |
| AUDIOUSDT    | 0.001254                  | 36.02         | 0.0116           | 0.01092         | 0.1023            | 0.9008                       | 0.004613        | 621.85  | -42518.00125443924  |
| GALAUSDT     | 0.001246                  | 22.62         | 0.01234          | 0.0106          | 0.09817           | 0.9354                       | 0.002367        | 591.85  | -42518.00124631543  |
| RVNUSDT      | 0.001241                  | 54.27         | 0.01029          | 0.01681         | 0.08432           | 0.7879                       | 0.01127         | 798.71  | -42518.00124057008  |
| EGLDUSDT     | 0.001229                  | 53.02         | 0.01033          | 0.01475         | 0.07113           | 0.8229                       | 0.0105          | 960.71  | -42518.001228597524 |
| ETCUSDT      | 0.001224                  | 34.1          | 0.01296          | 0.01652         | 0.06961           | 0.7298                       | 0.01279         | 1202.66 | -42518.00122370491  |
| MKRUSDT      | 0.001222                  | 77.05         | 0.01212          | 0.01219         | 0.08452           | 0.8272                       | 0.004892        | 992.71  | -42518.00122182463  |
| 1000XECUSDT  | 0.001215                  | 77.5          | 0.008077         | 0.01139         | 0.1409            | 0.8706                       | 0.006409        | 592.85  | -42518.0012145769   |
| DOTUSDT      | 0.00121                   | 57.0          | 0.01347          | 0.01988         | 0.1055            | 0.8024                       | 0.01384         | 983.71  | -42518.00120976905  |
| COTIUSDT     | 0.001206                  | 51.57         | 0.01461          | 0.01809         | 0.1481            | 0.7785                       | 0.009311        | 783.71  | -42518.00120614446  |
| OGNUSDT      | 0.001199                  | 50.9          | 0.01975          | 0.01814         | 0.07638           | 0.8242                       | 0.009394        | 761.71  | -42518.00119865422  |
| STMXUSDT     | 0.001164                  | 26.8          | 0.01776          | 0.01994         | 0.1004            | 0.8122                       | 0.01422         | 771.71  | -42518.00116444123  |
| ALPHAUSDT    | 0.001162                  | 57.73         | 0.0131           | 0.01555         | 0.04565           | 0.7696                       | 0.008204        | 890.71  | -42518.00116163654  |
| AVAXUSDT     | 0.001126                  | 41.95         | 0.01131          | 0.01973         | 0.05408           | 0.7581                       | 0.01425         | 951.71  | -42518.00112612234  |
| SKLUSDT      | 0.001121                  | 49.8          | 0.01838          | 0.01962         | 0.08509           | 0.7991                       | 0.01211         | 875.68  | -42518.00112054503  |
| IOTXUSDT     | 0.001118                  | 41.02         | 0.01316          | 0.01988         | 0.1027            | 0.8302                       | 0.01383         | 628.85  | -42518.00111789245  |
| ZRXUSDT      | 0.001111                  | 39.42         | 0.01792          | 0.0193          | 0.1441            | 0.7953                       | 0.01418         | 1042.62 | -42518.001111309626 |
| BANDUSDT     | 0.001094                  | 78.5          | 0.01841          | 0.0184          | 0.04115           | 0.8181                       | 0.008033        | 1007.71 | -42518.001094183026 |
| UNFIUSDT     | 0.001078                  | 24.28         | 0.01793          | 0.01766         | 0.06731           | 0.7858                       | 0.01137         | 802.71  | -42518.0010783289   |
| FILUSDT      | 0.001072                  | 59.6          | 0.008902         | 0.01292         | 0.1172            | 0.8025                       | 0.006538        | 928.75  | -42518.001071824474 |
| ALICEUSDT    | 0.00107                   | 35.68         | 0.01506          | 0.01895         | 0.09576           | 0.8084                       | 0.01247         | 777.87  | -42518.001069597754 |
| TRXUSDT      | 0.00106                   | 63.57         | 0.009649         | 0.01394         | 0.138             | 0.8071                       | 0.008055        | 1203.66 | -42518.001060346534 |
| DEFIUSDT     | 0.001047                  | 48.55         | 0.01724          | 0.01748         | 0.1097            | 0.8627                       | 0.009816        | 977.71  | -42518.00104724246  |
| ALGOUSDT     | 0.00104                   | 44.05         | 0.01204          | 0.01929         | 0.1383            | 0.7747                       | 0.01393         | 1050.62 | -42518.001040026735 |
| QTUMUSDT     | 0.001038                  | 45.67         | 0.01589          | 0.01844         | 0.09444           | 0.7868                       | 0.01383         | 1167.66 | -42518.0010382741   |
| XRPUSDT      | 0.001035                  | 54.8          | 0.01137          | 0.01167         | 0.02983           | 0.8784                       | 0.006185        | 1212.65 | -42518.00103489094  |
| BTCDOMUSDT   | 0.001016                  | 66.3          | 0.01745          | 0.01949         | 0.1146            | 0.8918                       | 0.01984         | 680.85  | -42518.001015917514 |
| DARUSDT      | 0.0009973                 | 32.72         | 0.01568          | 0.01812         | 0.1255            | 0.9063                       | 0.004326        | 368.85  | -42518.00099729809  |
| THETAUSDT    | 0.000993                  | 53.45         | 0.01221          | 0.01921         | 0.06729           | 0.7528                       | 0.01151         | 1070.66 | -42518.00099304711  |
| C98USDT      | 0.0009924                 | 47.28         | 0.01323          | 0.01629         | 0.0842            | 0.7978                       | 0.009603        | 616.85  | -42518.000992380476 |
| XMRUSDT      | 0.0009742                 | 52.28         | 0.009831         | 0.01484         | 0.06939           | 0.8222                       | 0.01028         | 1184.66 | -42518.00097415208  |
| FLOWUSDT     | 0.0009515                 | 35.13         | 0.01588          | 0.01797         | 0.08432           | 0.8067                       | 0.0127          | 446.85  | -42518.000951530485 |
| LINKUSDT     | 0.0009473                 | 52.12         | 0.0124           | 0.01325         | 0.1376            | 0.8921                       | 0.00409         | 1201.66 | -42518.00094726318  |
| SNXUSDT      | 0.0009299                 | 66.12         | 0.01591          | 0.01386         | 0.1432            | 0.8489                       | 0.006369        | 991.7   | -42518.00092992674  |
| YFIUSDT      | 0.0009215                 | 68.73         | 0.01529          | 0.01501         | 0.09117           | 0.8334                       | 0.007555        | 974.71  | -42518.000921455925 |
| REEFUSDT     | 0.0009207                 | 34.92         | 0.01163          | 0.01251         | 0.1447            | 0.8442                       | 0.005842        | 799.7   | -42518.000920710445 |
| GTCUSDT      | 0.0009197                 | 57.0          | 0.01945          | 0.01678         | 0.08044           | 0.937                        | 0.003895        | 690.85  | -42518.00091970015  |
| MATICUSDT    | 0.000915                  | 28.93         | 0.01201          | 0.01185         | 0.1409            | 0.8127                       | 0.006879        | 922.71  | -42518.000914963035 |
| BATUSDT      | 0.0009134                 | 48.02         | 0.01869          | 0.01887         | 0.04406           | 0.8037                       | 0.01299         | 1174.66 | -42518.00091335716  |
| RLCUSDT      | 0.000895                  | 30.45         | 0.01866          | 0.01941         | 0.06145           | 0.7542                       | 0.01329         | 1005.71 | -42518.000895004836 |
| ONTUSDT      | 0.0008946                 | 48.58         | 0.01754          | 0.01696         | 0.04488           | 0.8558                       | 0.009327        | 1176.66 | -42518.00089458606  |
| KNCUSDT      | 0.0008864                 | 39.97         | 0.01722          | 0.01485         | 0.03705           | 0.8578                       | 0.004975        | 1044.63 | -42518.00088635449  |
| XLMUSDT      | 0.0008796                 | 65.87         | 0.01148          | 0.0199          | 0.1455            | 0.7178                       | 0.009908        | 1198.66 | -42518.00087956234  |
| MASKUSDT     | 0.0008744                 | 32.83         | 0.01249          | 0.01092         | 0.1114            | 0.9491                       | 0.00177         | 613.85  | -42518.00087437863  |
| MANAUSDT     | 0.00087                   | 77.1          | 0.01529          | 0.01843         | 0.02171           | 0.7849                       | 0.01102         | 778.71  | -42518.00086998545  |
| KSMUSDT      | 0.0008581                 | 41.7          | 0.009012         | 0.009431        | 0.1393            | 0.8583                       | 0.004259        | 930.71  | -42518.000858066676 |
| DASHUSDT     | 0.000858                  | 74.02         | 0.01456          | 0.01587         | 0.08273           | 0.8129                       | 0.006581        | 1183.66 | -42518.00085800087  |
| ETHUSDT      | 0.0008535                 | 30.03         | 0.01142          | 0.01151         | 0.0644            | 0.8514                       | 0.006219        | 1218.0  | -42518.00085349906  |
| ENJUSDT      | 0.0008475                 | 69.28         | 0.01665          | 0.01998         | 0.05974           | 0.7629                       | 0.01195         | 945.71  | -42518.000847456555 |
| TRBUSDT      | 0.0008398                 | 87.52         | 0.01984          | 0.01856         | 0.06935           | 0.833                        | 0.008556        | 971.71  | -42518.000839766886 |
| RUNEUSDT     | 0.0008309                 | 60.68         | 0.01474          | 0.01422         | 0.1327            | 0.8331                       | 0.006468        | 970.7   | -42518.0008308689   |
| LTCUSDT      | 0.0008097                 | 54.1          | 0.01392          | 0.01954         | 0.04103           | 0.8095                       | 0.01415         | 1209.66 | -42518.00080965558  |
| IOTAUSDT     | 0.0007929                 | 59.95         | 0.01625          | 0.01874         | 0.02444           | 0.816                        | 0.01175         | 1175.66 | -42518.00079294141  |
| 1INCHUSDT    | 0.0007739                 | 31.05         | 0.01493          | 0.01978         | 0.115             | 0.7741                       | 0.0138          | 858.58  | -42518.00077388986  |
| AAVEUSDT     | 0.0007722                 | 28.25         | 0.0117           | 0.01179         | 0.1262            | 0.8646                       | 0.00677         | 928.71  | -42518.000772158484 |
| WAVESUSDT    | 0.0007521                 | 35.98         | 0.01047          | 0.01497         | 0.1352            | 0.7978                       | 0.01012         | 993.71  | -42518.00075209685  |
| ZILUSDT      | 0.000749                  | 68.43         | 0.01086          | 0.01144         | 0.07404           | 0.8365                       | 0.004845        | 1048.62 | -42518.00074904664  |
| ZENUSDT      | 0.0007436                 | 56.97         | 0.01103          | 0.01077         | 0.1315            | 0.8646                       | 0.0045          | 889.71  | -42518.0007435923   |
| BCHUSDT      | 0.000738                  | 74.05         | 0.01477          | 0.01488         | 0.05658           | 0.9054                       | 0.003974        | 1218.0  | -42518.00073803225  |
| VETUSDT      | 0.0007264                 | 72.17         | 0.01661          | 0.01793         | 0.04912           | 0.792                        | 0.009163        | 1173.66 | -42518.00072635937  |
| SFPUSDT      | 0.0006881                 | 59.52         | 0.01795          | 0.01819         | 0.1415            | 0.8264                       | 0.007165        | 797.71  | -42518.00068811838  |
| UNIUSDT      | 0.0006651                 | 54.83         | 0.01167          | 0.01194         | 0.1378            | 0.8523                       | 0.005066        | 956.71  | -42518.000665107334 |
| XTZUSDT      | 0.0006589                 | 53.0          | 0.01537          | 0.01463         | 0.1301            | 0.814                        | 0.006682        | 1181.66 | -42518.00065885493  |
| ADAUSDT      | 0.0006532                 | 51.35         | 0.009281         | 0.01036         | 0.1347            | 0.8714                       | 0.004559        | 1187.66 | -42518.00065324138  |
| CRVUSDT      | 0.0006516                 | 49.87         | 0.01946          | 0.01958         | 0.08743           | 0.7885                       | 0.0103          | 973.71  | -42518.000651574606 |
| BLZUSDT      | 0.0006402                 | 48.22         | 0.01858          | 0.01747         | 0.1306            | 0.8448                       | 0.006201        | 957.7   | -42518.00064018872  |
| KLAYUSDT     | 0.0006397                 | 67.13         | 0.01243          | 0.01233         | 0.1338            | 0.9011                       | 0.005131        | 567.85  | -42518.00063971609  |
| SXPUSDT      | 0.0006372                 | 55.48         | 0.01476          | 0.01429         | 0.1235            | 0.858                        | 0.005259        | 1015.62 | -42518.00063719292  |
| RSRUSDT      | 0.0006174                 | 50.43         | 0.0151           | 0.0129          | 0.06763           | 0.9095                       | 0.003127        | 925.7   | -42518.000617440586 |
| CTKUSDT      | 0.0006165                 | 40.65         | 0.009971         | 0.01051         | 0.1447            | 0.8714                       | 0.005208        | 894.71  | -42518.000616468926 |
| LINAUSDT     | 0.0005524                 | 60.6          | 0.01708          | 0.01729         | 0.09197           | 0.8278                       | 0.009792        | 774.71  | -42518.000552419195 |
| AXSUSDT      | 0.0005463                 | 72.0          | 0.01327          | 0.01335         | 0.0852            | 0.8507                       | 0.004562        | 893.7   | -42518.00054625311  |
| RENUSDT      | 0.0005369                 | 48.43         | 0.01569          | 0.01475         | 0.09275           | 0.8675                       | 0.003952        | 931.71  | -42518.00053685228  |
| ONEUSDT      | 0.0005111                 | 64.83         | 0.01247          | 0.01272         | 0.1401            | 0.8435                       | 0.005139        | 775.71  | -42518.00051109679  |
| BAKEUSDT     | 0.0005098                 | 56.93         | 0.01669          | 0.01769         | 0.144             | 0.8236                       | 0.008429        | 713.71  | -42518.000509791775 |
| ZECUSDT      | 0.0004552                 | 45.85         | 0.0148           | 0.01423         | 0.132             | 0.8609                       | 0.005488        | 1182.66 | -42518.00045515022  |
| XEMUSDT      | 0.0004513                 | 44.72         | 0.01303          | 0.01317         | 0.07855           | 0.8503                       | 0.004757        | 790.71  | -42518.000451285625 |
| BELUSDT      | 0.0004324                 | 54.93         | 0.0188           | 0.01872         | 0.1491            | 0.8001                       | 0.00618         | 895.71  | -42518.000432423854 |
| KAVAUSDT     | 0.0004214                 | 72.6          | 0.01461          | 0.0136          | 0.1161            | 0.8292                       | 0.005499        | 1008.7  | -42518.00042135328  |
| BNBUSDT      | 0.0004025                 | 80.78         | 0.005697         | 0.006064        | 0.1346            | 0.9073                       | 0.002324        | 1177.66 | -42518.000402481324 |
| BALUSDT      | 0.0003991                 | 91.03         | 0.01051          | 0.009469        | 0.07813           | 0.9021                       | 0.002811        | 973.71  | -42518.00039913738  |
| NEOUSDT      | 0.0003801                 | 62.88         | 0.01397          | 0.01371         | 0.07851           | 0.8631                       | 0.004444        | 1170.63 | -42518.000380080615 |
| LITUSDT      | 0.0003752                 | 52.5          | 0.0181           | 0.01651         | 0.1186            | 0.8279                       | 0.006186        | 803.71  | -42518.0003752356   |
| STORJUSDT    | 0.0003678                 | 58.88         | 0.01406          | 0.013           | 0.1156            | 0.8441                       | 0.004566        | 958.7   | -42518.00036783115  |
| BTCUSDT      | 0.0003617                 | 72.92         | 0.007144         | 0.008593        | 0.1297            | 0.8754                       | 0.003626        | 1218.0  | -42518.00036170664  |
| SUSHIUSDT    | 0.0003267                 | 65.25         | 0.01879          | 0.01776         | 0.1198            | 0.91                         | 0.003974        | 970.71  | -42518.00032669958  |
| FLMUSDT      | 0.0002301                 | 55.57         | 0.01942          | 0.01791         | 0.1172            | 0.9096                       | 0.002668        | 945.71  | -42518.000230094534 |
+--------------+---------------------------+---------------+------------------+-----------------+-------------------+------------------------------+-----------------+---------+---------------------+

+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                               short                                                                                                |
+--------------+---------------------------+---------------+------------------+-----------------+-------------------+------------------------------+-----------------+---------+---------------------+
| symbol       | adg_weighted_per_exposure | hrs_stuck_max | pa_distance_mean | pa_distance_std | loss_profit_ratio | eqbal_ratio_mean_of_10_worst | eqbal_ratio_std | n_days  | score               |
+--------------+---------------------------+---------------+------------------+-----------------+-------------------+------------------------------+-----------------+---------+---------------------+
| GALUSDT      | 0.005618                  | 50.6          | 0.01407          | 0.01799         | 0.0976            | 0.8175                       | 0.01763         | 362.41  | -22518.00561786451  |
| JASMYUSDT    | 0.004525                  | 37.72         | 0.01186          | 0.01621         | 0.01998           | 0.8014                       | 0.01464         | 377.85  | -22518.00452466002  |
| API3USDT     | 0.003845                  | 41.82         | 0.01778          | 0.01623         | 0.07507           | 0.8798                       | 0.01328         | 434.85  | -22518.003844695333 |
| LPTUSDT      | 0.003724                  | 28.55         | 0.01731          | 0.01827         | 0.0477            | 0.7342                       | 0.01802         | 537.85  | -22518.00372431578  |
| ENSUSDT      | 0.003476                  | 61.6          | 0.01476          | 0.01809         | 0.04979           | 0.8278                       | 0.01655         | 518.85  | -22518.003476012855 |
| ATAUSDT      | 0.003475                  | 35.13         | 0.01006          | 0.01331         | 0.06777           | 0.7766                       | 0.0142          | 609.85  | -22518.003474516154 |
| LINAUSDT     | 0.003376                  | 67.85         | 0.01844          | 0.01954         | 0.02272           | 0.7326                       | 0.0176          | 774.71  | -22518.003375923086 |
| RENUSDT      | 0.003298                  | 50.43         | 0.0199           | 0.01885         | 0.0638            | 0.7564                       | 0.01766         | 931.71  | -22518.003298214295 |
| CTSIUSDT     | 0.003248                  | 21.57         | 0.01767          | 0.01944         | 0.1082            | 0.8024                       | 0.0202          | 553.85  | -22518.00324777019  |
| ZENUSDT      | 0.003172                  | 48.02         | 0.01779          | 0.01943         | 0.02763           | 0.6989                       | 0.01867         | 889.71  | -22518.00317155722  |
| 1000XECUSDT  | 0.003103                  | 37.68         | 0.01185          | 0.01921         | 0.02222           | 0.7467                       | 0.01931         | 592.85  | -22518.003103332994 |
| DARUSDT      | 0.003099                  | 80.05         | 0.008895         | 0.01633         | 0.08279           | 0.7869                       | 0.01407         | 368.85  | -22518.00309855726  |
| OCEANUSDT    | 0.003068                  | 62.98         | 0.01828          | 0.01922         | 0.1083            | 0.7432                       | 0.01524         | 910.71  | -22518.00306824899  |
| LITUSDT      | 0.003056                  | 50.62         | 0.01752          | 0.0194          | 0.05277           | 0.7142                       | 0.01879         | 803.71  | -22518.003056440873 |
| ARPAUSDT     | 0.003044                  | 46.62         | 0.01105          | 0.01919         | 0.1123            | 0.7381                       | 0.0209          | 560.85  | -22518.003044072488 |
| AUDIOUSDT    | 0.003023                  | 27.88         | 0.01363          | 0.01502         | 0.1373            | 0.7139                       | 0.01445         | 621.85  | -22518.003023325728 |
| CHRUSDT      | 0.002954                  | 85.73         | 0.01532          | 0.01879         | 0.06142           | 0.7139                       | 0.01632         | 781.71  | -22518.002954204807 |
| ANKRUSDT     | 0.002946                  | 75.93         | 0.01347          | 0.01978         | 0.04124           | 0.7213                       | 0.0188          | 826.71  | -22518.002946175926 |
| CTKUSDT      | 0.002833                  | 38.82         | 0.0148           | 0.01958         | 0.08772           | 0.6155                       | 0.0194          | 894.71  | -22518.00283334829  |
| OGNUSDT      | 0.002828                  | 52.62         | 0.01378          | 0.01711         | 0.08742           | 0.8074                       | 0.01445         | 761.71  | -22518.00282842474  |
| ANTUSDT      | 0.00278                   | 56.45         | 0.01061          | 0.01183         | 0.02917           | 0.8444                       | 0.009055        | 491.83  | -22518.002780253286 |
| WOOUSDT      | 0.002755                  | 70.38         | 0.0107           | 0.00859         | 0.05795           | 0.9399                       | 0.003052        | 389.85  | -22518.002755370457 |
| DYDXUSDT     | 0.002621                  | 40.45         | 0.01522          | 0.01959         | 0.1426            | 0.7969                       | 0.01606         | 599.85  | -22518.002621005566 |
| SKLUSDT      | 0.002586                  | 58.2          | 0.01471          | 0.01934         | 0.1191            | 0.6587                       | 0.01776         | 875.68  | -22518.002586361552 |
| GTCUSDT      | 0.002518                  | 50.95         | 0.0194           | 0.01938         | 0.03062           | 0.7353                       | 0.01583         | 690.85  | -22518.002517522647 |
| IOTXUSDT     | 0.002472                  | 59.93         | 0.01214          | 0.01526         | 0.1067            | 0.8334                       | 0.01197         | 628.85  | -22518.00247243911  |
| CHZUSDT      | 0.002439                  | 50.93         | 0.01324          | 0.01988         | 0.111             | 0.6378                       | 0.01893         | 831.71  | -22518.002439112795 |
| NKNUSDT      | 0.002399                  | 46.73         | 0.01699          | 0.01978         | 0.04317           | 0.7211                       | 0.01894         | 753.71  | -22518.002399161916 |
| C98USDT      | 0.002328                  | 22.73         | 0.01383          | 0.01969         | 0.1225            | 0.5413                       | 0.02399         | 616.85  | -22518.002328035414 |
| RLCUSDT      | 0.002271                  | 69.73         | 0.01385          | 0.01743         | 0.07477           | 0.7367                       | 0.01526         | 1005.71 | -22518.002271177582 |
| BAKEUSDT     | 0.002256                  | 78.65         | 0.01713          | 0.01964         | 0.04293           | 0.6736                       | 0.01756         | 713.71  | -22518.002255624284 |
| CELOUSDT     | 0.002252                  | 37.07         | 0.01072          | 0.01261         | 0.09111           | 0.8459                       | 0.01197         | 582.85  | -22518.002251911486 |
| REEFUSDT     | 0.002234                  | 85.67         | 0.01183          | 0.01519         | 0.1194            | 0.7403                       | 0.0132          | 799.7   | -22518.00223370512  |
| ICXUSDT      | 0.002224                  | 65.87         | 0.01818          | 0.01877         | 0.05903           | 0.716                        | 0.01656         | 959.71  | -22518.002223614443 |
| ZRXUSDT      | 0.002221                  | 70.82         | 0.01336          | 0.01954         | 0.0904            | 0.7051                       | 0.01725         | 1042.62 | -22518.002220743037 |
| TRBUSDT      | 0.002105                  | 58.85         | 0.01317          | 0.01679         | 0.05017           | 0.6506                       | 0.01376         | 971.71  | -22518.002104514555 |
| AVAXUSDT     | 0.002092                  | 29.08         | 0.01468          | 0.01722         | 0.04304           | 0.8164                       | 0.01375         | 951.71  | -22518.002091628558 |
| SUSHIUSDT    | 0.002085                  | 48.0          | 0.01352          | 0.01821         | 0.0118            | 0.684                        | 0.0176          | 970.71  | -22518.002085491476 |
| XEMUSDT      | 0.002085                  | 72.77         | 0.00974          | 0.01292         | 0.1347            | 0.8224                       | 0.01223         | 790.71  | -22518.002084621054 |
